type,success_count,error_count,total_time_ms,avg_classification_time_ms,posts_per_minute,batch_size,efficiency,timestamp,level,uri,error,attempts,disaster_type,classification_time,model_confidence,help_request,action,total_todo,queue_fetched,already_processed
classification_result,,,,,,,,1970-01-21 09:31:36.904677,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lam7rmgjxs2t,,,not_relevant,190.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:36.906485,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lambj63zvs2t,,,hurricane,205.0,0.85,False,processed,,,
classification_result,,,,,,,,1970-01-21 09:31:36.908205,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lame2tp7422i,,,not_relevant,181.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:36.909963,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lamgvu3kck2i,,,not_relevant,196.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9773.0,200.0,36.84,6.0,100.0%,1970-01-21 09:31:36.909963,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:37.200372,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:37.200600,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:37.200993,info,at://did:plc:o62kemt7zdpra63mu42jw2ci/app.bsky.feed.post/3lapq2hv6gk2j,,,not_relevant,330.0,0.85,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.203114,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3larljiyi7s2v,,,not_relevant,309.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.204837,info,at://did:plc:afzcvofyfbzhlu77wsmy7r3w/app.bsky.feed.post/3larwnsr2eu2v,,,not_relevant,191.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.206558,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lamkkdlxws2d,,,not_relevant,178.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.208298,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3larljiybf22v,,,not_relevant,177.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.210071,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lasmkmv6t22l,,,not_relevant,235.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9701.0,237.0,37.11,6.0,100.0%,1970-01-21 09:31:37.210071,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:37.500894,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:37.501486,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:37.501735,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lauo5jfa222q,,,not_relevant,204.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.503480,info,at://did:plc:ragtjsm2j2vknwkz3zp4oxrd/app.bsky.feed.post/3lawdqryaws2q,,,not_relevant,183.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.505209,info,at://did:plc:afzcvofyfbzhlu77wsmy7r3w/app.bsky.feed.post/3lau4kudvwk2b,,,not_relevant,180.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.506994,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3laulhcslxc22,,,not_relevant,232.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.508737,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawdj6imvs2w,,,not_relevant,182.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.510470,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3latotljnec2h,,,not_relevant,177.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9576.0,193.0,37.59,6.0,100.0%,1970-01-21 09:31:37.510470,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:37.800369,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:37.801145,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:37.801745,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawgbj2s6k2l,,,not_relevant,558.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.803502,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawj2dgk622j,,,not_relevant,232.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.805252,info,at://did:plc:ivkme5jwrtcxhkliraswxj35/app.bsky.feed.post/3lawhkloo2k2m,,,not_relevant,223.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.806996,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawfcszbxs2w,,,not_relevant,219.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.808749,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawhuqaols2l,,,not_relevant,221.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:37.810480,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lawigj7yf22f,,,not_relevant,195.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,10112.0,275.0,35.60,6.0,100.0%,1970-01-21 09:31:37.810480,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:38.100220,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:38.100831,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:38.101154,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3laws4pdchk22,,,not_relevant,283.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.102905,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lawjytlcdk23,,,not_relevant,208.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.104690,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawk4wvznc2n,,,not_relevant,255.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.106493,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawrgzkgq22w,,,not_relevant,243.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.108251,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawsgpmxps2z,,,not_relevant,225.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9761.0,234.0,36.88,6.0,100.0%,1970-01-21 09:31:38.109980,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:38.109980,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lawquz3qrs2n,,,not_relevant,188.0,0.95,False,deleted_not_relevant,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:38.400854,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:38.401181,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:38.401505,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawxbx3kjk2v,,,not_relevant,225.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.403217,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lawynu2g4k2f,,,not_relevant,185.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.404964,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawtj6vnps2u,,,not_relevant,219.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.406691,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lawx2scrus27,,,not_relevant,190.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.408461,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lax3kr7uic2j,,,not_relevant,239.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.410247,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lax3iyfjxk2z,,,not_relevant,219.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9395.0,213.0,38.32,6.0,100.0%,1970-01-21 09:31:38.410247,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:38.700157,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:38.700683,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:38.700956,info,at://did:plc:o62kemt7zdpra63mu42jw2ci/app.bsky.feed.post/3laxlufmafc2n,,,not_relevant,237.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.702686,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lax6dv6eus2z,,,not_relevant,192.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.704451,info,at://did:plc:afzcvofyfbzhlu77wsmy7r3w/app.bsky.feed.post/3laxpvzpinc2t,,,not_relevant,222.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.706214,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lax3tdd55k26,,,not_relevant,231.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.707951,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lax5zxh7bc2p,,,not_relevant,194.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:38.709766,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3layuzbti6s2x,,,not_relevant,199.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9610.0,213.0,37.46,6.0,100.0%,1970-01-21 09:31:38.709767,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:39.000287,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:39.000435,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:39.000683,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3laz4drhbbc2n,,,not_relevant,198.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.002550,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3layuzbtpys2x,,,not_relevant,232.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.004292,info,at://did:plc:afzcvofyfbzhlu77wsmy7r3w/app.bsky.feed.post/3layxzhvlnc2t,,,not_relevant,194.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.006008,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3laywbicd2k2e,,,not_relevant,191.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.007813,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3laz55sweu22k,,,fire,235.0,0.92,False,processed,,,
worker_summary,6.0,0.0,9277.0,211.0,38.81,6.0,100.0%,1970-01-21 09:31:39.009564,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:39.009564,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3layuzbtqy22x,,,not_relevant,218.0,0.95,False,deleted_not_relevant,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:39.300172,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:39.300693,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:39.301059,info,at://did:plc:nuus2tfr4qkmtpth6ieatghf/app.bsky.feed.post/3lazdtg5v4s2a,,,not_relevant,272.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.302885,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lazeznjftc2t,,,not_relevant,287.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.304605,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3laz6igzyg22p,,,not_relevant,189.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.306317,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3laz6p6rv7s2x,,,not_relevant,180.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.308030,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3laz7morhsc23,,,not_relevant,183.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.309797,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lazf2ljw5s2b,,,not_relevant,224.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9625.0,223.0,37.40,6.0,100.0%,1970-01-21 09:31:39.309797,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:39.601890,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:39.602318,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:39.602617,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb3duglboc2z,,,not_relevant,250.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.604415,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb3drvrx7c2a,,,not_relevant,247.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.606136,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lazlnzb7ms2f,,,not_relevant,179.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.607840,info,at://did:plc:afzcvofyfbzhlu77wsmy7r3w/app.bsky.feed.post/3lb2btenpfs2t,,,not_relevant,174.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.609621,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb3cxwkxac2w,,,not_relevant,245.0,0.95,False,deleted_not_relevant,,,
classification_error,,,,,,,,1970-01-21 09:31:39.611174,info,at://did:plc:olj6n72f4p2wg6qei6skjfiu/app.bsky.feed.post/3lb33ohxwks2v,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
worker_summary,5.0,1.0,9381.0,219.0,31.98,6.0,83.3%,1970-01-21 09:31:39.611264,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:39.900176,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:39.901012,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:39.901277,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb3n3eh5kk2z,,,not_relevant,218.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.903011,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb3liq45522n,,,not_relevant,193.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:39.904737,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lb3qyu64bs2z,,,not_relevant,180.0,0.95,False,deleted_not_relevant,,,
classification_error,,,,,,,,1970-01-21 09:31:39.906280,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb3gbkyzkc2z,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
classification_error,,,,,,,,1970-01-21 09:31:39.907892,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb3jgtuo3c2a,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
classification_error,,,,,,,,1970-01-21 09:31:39.909493,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb3pajkefk2v,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
worker_summary,3.0,3.0,9389.0,197.0,19.17,6.0,50.0%,1970-01-21 09:31:39.909565,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:40.200960,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:40.201282,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:40.201589,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb5zfr3ca22y,,,not_relevant,283.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:40.203306,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb5xosyc5c2k,,,not_relevant,179.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:40.205057,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb3yid66ds2a,,,not_relevant,220.0,0.95,False,deleted_not_relevant,,,
classification_error,,,,,,,,1970-01-21 09:31:40.206602,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb3upbx5lk2n,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
classification_error,,,,,,,,1970-01-21 09:31:40.208197,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb5tikzydk2i,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
classification_error,,,,,,,,1970-01-21 09:31:40.209796,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb62k3twyc2k,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
worker_summary,3.0,3.0,8904.0,227.0,20.22,6.0,50.0%,1970-01-21 09:31:40.209864,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:40.500203,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:40.500749,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:40.500997,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb66i76fs22f,,,not_relevant,201.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:40.502782,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb6dhpxhnc2s,,,not_relevant,244.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:40.504498,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb673jnuws2f,,,not_relevant,188.0,0.95,False,deleted_not_relevant,,,
classification_error,,,,,,,,1970-01-21 09:31:40.506035,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb63wspk4c2k,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
classification_error,,,,,,,,1970-01-21 09:31:40.507675,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb6aqx2gvs2u,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
classification_error,,,,,,,,1970-01-21 09:31:40.509292,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb6efv5bds2d,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
worker_summary,3.0,3.0,9159.0,211.0,19.65,6.0,50.0%,1970-01-21 09:31:40.509362,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:40.800545,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:40.800751,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:40.801273,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lba2eatais2d,,,not_relevant,363.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:40.807838,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lbaburocss2r,,,hurricane,959.0,0.85,False,processed,,,
classification_result,,,,,,,,1970-01-21 09:31:40.812971,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb6gakytz22g,,,not_relevant,569.0,0.95,False,deleted_not_relevant,,,
classification_error,,,,,,,,1970-01-21 09:31:40.814506,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lb6nmzzwlk2t,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
classification_error,,,,,,,,1970-01-21 09:31:40.816122,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lbaaxosul22f,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
classification_error,,,,,,,,1970-01-21 09:31:40.817719,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3lb6vz4ms6c25,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
worker_summary,3.0,3.0,17247.0,630.0,10.44,6.0,50.0%,1970-01-21 09:31:40.817788,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:41.100227,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:41.100809,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:41.101138,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lbah62rgac2g,,,not_relevant,249.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:41.102865,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lbaptv752s25,,,not_relevant,176.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:41.104653,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lbadl66g7c2a,,,not_relevant,227.0,0.95,False,deleted_not_relevant,,,
classification_error,,,,,,,,1970-01-21 09:31:41.106189,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lbaeyl4plk2p,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
classification_error,,,,,,,,1970-01-21 09:31:41.107838,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lbaorltmrk2l,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
classification_error,,,,,,,,1970-01-21 09:31:41.109446,info,at://did:plc:qasoxdtxy6w2lv6sixdjdxfe/app.bsky.feed.post/3lbaommxeic2f,"Error: Groq HTTP 429 – {""error"":{""message"":""Rate limit reached for model `qwen/qwen3-32b` in organization `org_01k59vwz08enk8jfafjv6sdw1x` service tier `on_demand` on requests per day (RPD): Limit 100",2.0,,,,,,,,
worker_summary,3.0,3.0,9296.0,217.0,19.36,6.0,50.0%,1970-01-21 09:31:41.109523,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:41.402245,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:41.402498,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:41.402762,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lbasiep5tc2m,,,not_relevant,222.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:41.404539,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lbaxgfky7c2r,,,not_relevant,236.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:41.406314,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lbaqknyfdk25,,,not_relevant,228.0,0.95,False,deleted_not_relevant,,,
